dx,dy,g1,t1,vx1,vy1,g2,t2,vx2,vy2,g3,t3,vx3,vy3,g4,t4,vx4,vy4,g5,t5,vx5,vy5
1.3916714020760534, 0.0, 'closing forearm', 1447945994.941, 1.3916714020760534, 0.0, 0.0, 1447945994.941, 0.0, 0.0, 0.0, -1447945994.941, 0.0, 0.0, 0.0, -1447945994.941, 0.0, 0.0, 0.0, -1447945994.941, 0.0, 0.0
1.3916714020760534, 0.0, 'arm moving up', 1447945995.04, 1.3916714020760534, 0.0, 'closing forearm', 0.0989999771118164, 1.3916714020760534, 0.0, 0.0, 1447945994.842, 0.0, 0.0, 0.0, -1447945995.04, 0.0, 0.0, 0.0, -1447945995.04, 0.0, 0.0
1.3916714020760534, 0.0, 'hand above elbow', 1447945995.04, 1.3916714020760534, 0.0, 'arm moving up', 0.0, 1.3916714020760534, 0.0, 'closing forearm', 0.0989999771118164, 1.3916714020760534, 0.0, 0.0, 1447945994.842, 0.0, 0.0, 0.0, -1447945995.04, 0.0, 0.0
1.394910724006268, 0.0, 'forearm stopped', 1447945995.136, 0.0032393219302144782, 0.0, 'hand above elbow', 0.09599995613098145, 1.3916714020760534, 0.0, 'arm moving up', -0.09599995613098145, 1.3916714020760534, 0.0, 'closing forearm', 0.003000020980834961, 1.3916714020760534, 0.0, 0.0, 1447945994.746, 0.0, 0.0
1.395457955071739, 0.0, 'arm stopped', 1447945995.241, 0.0005472310654710544, 0.0, 'forearm stopped', 0.10500001907348633, 0.0032393219302144782, 0.0, 'hand above elbow', -0.009000062942504883, 1.3916714020760534, 0.0, 'arm moving up', -0.20099997520446777, 1.3916714020760534, 0.0, 'closing forearm', -0.10199999809265137, 1.3916714020760534, 0.0
1.395457955071739, 0.0, 'closing forearm', 1447945995.34, 0.0005472310654710544, 0.0, 'arm stopped', 0.0989999771118164, 0.0005472310654710544, 0.0, 'forearm stopped', 0.006000041961669922, 0.0032393219302144782, 0.0, 'hand above elbow', -0.10800004005432129, 1.3916714020760534, 0.0, 'arm moving up', -0.2999999523162842, 1.3916714020760534, 0.0
1.3952111440357924, 0.0, 'forearm stopped', 1447945995.54, -0.0002468110359465925, 0.0, 'closing forearm', 0.20000004768371582, 0.0005472310654710544, 0.0, 'arm stopped', -0.10100007057189941, 0.0005472310654710544, 0.0, 'forearm stopped', -0.1940000057220459, 0.0032393219302144782, 0.0, 'hand above elbow', -0.3080000877380371, 1.3916714020760534, 0.0
1.3951949425608365, 0.0, 'arm moving down', 1447945995.64, -1.6201474955845896e-05, 0.0, 'forearm stopped', 0.10000014305114746, -0.0002468110359465925, 0.0, 'closing forearm', 0.09999990463256836, 0.0005472310654710544, 0.0, 'arm stopped', -0.20100021362304688, 0.0005472310654710544, 0.0, 'forearm stopped', -0.29400014877319336, 0.0032393219302144782, 0.0
1.3951949425608365, 0.0, 'closing forearm', 1447945995.641, -1.6201474955845896e-05, 0.0, 'arm moving down', 0.0009999275207519531, -1.6201474955845896e-05, 0.0, 'forearm stopped', 0.09900021553039551, -0.0002468110359465925, 0.0, 'closing forearm', 0.0989999771118164, 0.0005472310654710544, 0.0, 'arm stopped', -0.20200014114379883, 0.0005472310654710544, 0.0
1.394940162134757, 0.0, 'opening forearm', 1447945995.74, -0.000254780426079515, 0.0, 'closing forearm', 0.0989999771118164, -1.6201474955845896e-05, 0.0, 'arm moving down', -0.09800004959106445, -1.6201474955845896e-05, 0.0, 'forearm stopped', 2.384185791015625e-07, -0.0002468110359465925, 0.0, 'closing forearm', 0.0, 0.0005472310654710544, 0.0
1.394940162134757, 0.0, 'hand under elbow', 1447945995.741, -0.000254780426079515, 0.0, 'opening forearm', 0.0009999275207519531, -0.000254780426079515, 0.0, 'closing forearm', 0.09800004959106445, -1.6201474955845896e-05, 0.0, 'arm moving down', -0.0989999771118164, -1.6201474955845896e-05, 0.0, 'forearm stopped', -0.0009996891021728516, -0.0002468110359465925, 0.0
1.3933797320580135, 0.0, 'arm stopped', 1447945995.937, -0.0015604300767435575, 0.0, 'hand under elbow', 0.1960000991821289, -0.000254780426079515, 0.0, 'opening forearm', -0.19500017166137695, -0.000254780426079515, 0.0, 'closing forearm', -0.09800004959106445, -1.6201474955845896e-05, 0.0, 'arm moving down', -0.2950000762939453, -1.6201474955845896e-05, 0.0
1.3934920711611238, 0.0, 'forearm stopped', 1447945996.14, 0.00011233910311037043, 0.0, 'arm stopped', 0.20300006866455078, -0.0015604300767435575, 0.0, 'hand under elbow', -0.006999969482421875, -0.000254780426079515, 0.0, 'opening forearm', -0.39800024032592773, -0.000254780426079515, 0.0, 'closing forearm', -0.30100011825561523, -1.6201474955845896e-05, 0.0
1.3949096709522029, 0.0, 'arm moving up', 1447945996.838, 0.0014175997910790272, 0.0, 'forearm stopped', 0.6979999542236328, 0.00011233910311037043, 0.0, 'arm stopped', -0.49499988555908203, -0.0015604300767435575, 0.0, 'hand under elbow', -0.7049999237060547, -0.000254780426079515, 0.0, 'opening forearm', -1.0960001945495605, -0.000254780426079515, 0.0
1.3949096709522029, 0.0, 'closing forearm', 1447945996.838, 0.0014175997910790272, 0.0, 'arm moving up', 0.0, 0.0014175997910790272, 0.0, 'forearm stopped', 0.6979999542236328, 0.00011233910311037043, 0.0, 'arm stopped', -0.49499988555908203, -0.0015604300767435575, 0.0, 'hand under elbow', -0.7049999237060547, -0.000254780426079515, 0.0
1.3949096709522029, 0.0, 'hand above elbow', 1447945996.839, 0.0014175997910790272, 0.0, 'closing forearm', 0.0009999275207519531, 0.0014175997910790272, 0.0, 'arm moving up', -0.0009999275207519531, 0.0014175997910790272, 0.0, 'forearm stopped', 0.6970000267028809, 0.00011233910311037043, 0.0, 'arm stopped', -0.495999813079834, -0.0015604300767435575, 0.0
1.395162269949315, 0.0, 'arm stopped', 1447945996.94, 0.00025259899711205236, 0.0, 'hand above elbow', 0.10100007057189941, 0.0014175997910790272, 0.0, 'closing forearm', -0.10000014305114746, 0.0014175997910790272, 0.0, 'arm moving up', -0.10199999809265137, 0.0014175997910790272, 0.0, 'forearm stopped', 0.5959999561309814, 0.00011233910311037043, 0.0
1.395162269949315, 0.0, 'forearm stopped', 1447945996.94, 0.00025259899711205236, 0.0, 'arm stopped', 0.0, 0.00025259899711205236, 0.0, 'hand above elbow', 0.10100007057189941, 0.0014175997910790272, 0.0, 'closing forearm', -0.10000014305114746, 0.0014175997910790272, 0.0, 'arm moving up', -0.10199999809265137, 0.0014175997910790272, 0.0
1.3938147310695834, 0.0, 'opening forearm', 1447945997.038, -0.0013475388797314913, 0.0, 'forearm stopped', 0.09800004959106445, 0.00025259899711205236, 0.0, 'arm stopped', -0.09800004959106445, 0.00025259899711205236, 0.0, 'hand above elbow', 0.003000020980834961, 0.0014175997910790272, 0.0, 'closing forearm', -0.19800019264221191, 0.0014175997910790272, 0.0
1.3917574282521306, 0.0, 'forearm stopped', 1447945997.14, -0.0020573028174528663, 0.0, 'opening forearm', 0.10199999809265137, -0.0013475388797314913, 0.0, 'forearm stopped', -0.003999948501586914, 0.00025259899711205236, 0.0, 'arm stopped', -0.20000004768371582, 0.00025259899711205236, 0.0, 'hand above elbow', -0.0989999771118164, 0.0014175997910790272, 0.0
1.387884623606818, 0.0, 'opening forearm', 1447945997.238, -0.0038728046453124776, 0.0, 'forearm stopped', 0.09799981117248535, -0.0020573028174528663, 0.0, 'opening forearm', 0.004000186920166016, -0.0013475388797314913, 0.0, 'forearm stopped', -0.10199975967407227, 0.00025259899711205236, 0.0, 'arm stopped', -0.29799985885620117, 0.00025259899711205236, 0.0
1.3845325210823527, 0.0, 'forearm stopped', 1447945997.341, -0.0033521025244653835, 0.0, 'opening forearm', 0.10300016403198242, -0.0038728046453124776, 0.0, 'forearm stopped', -0.00500035285949707, -0.0020573028174528663, 0.0, 'opening forearm', -0.0989999771118164, -0.0013475388797314913, 0.0, 'forearm stopped', -0.2049999237060547, 0.00025259899711205236, 0.0
1.3768536758393666, 0.0, 'opening forearm', 1447945998.139, -0.007678845242986121, 0.0, 'forearm stopped', 0.7979998588562012, -0.0033521025244653835, 0.0, 'opening forearm', -0.6949996948242188, -0.0038728046453124776, 0.0, 'forearm stopped', -0.8030002117156982, -0.0020573028174528663, 0.0, 'opening forearm', -0.8969998359680176, -0.0013475388797314913, 0.0
1.3768536758393666, 0.0, 'forearm stopped', 1447945998.239, -0.007678845242986121, 0.0, 'opening forearm', 0.10000014305114746, -0.007678845242986121, 0.0, 'forearm stopped', 0.6979997158050537, -0.0033521025244653835, 0.0, 'opening forearm', -0.7949998378753662, -0.0038728046453124776, 0.0, 'forearm stopped', -0.9030003547668457, -0.0020573028174528663, 0.0
1.3828589077722127, 0.0, 'opening forearm', 1447945999.74, 0.006005231932846078, 0.0, 'forearm stopped', 1.500999927520752, -0.007678845242986121, 0.0, 'opening forearm', -1.4009997844696045, -0.007678845242986121, 0.0, 'forearm stopped', -0.8030002117156982, -0.0033521025244653835, 0.0, 'opening forearm', -2.295999765396118, -0.0038728046453124776, 0.0
1.3825275932063446, 0.0, 'forearm stopped', 1447946000.134, -0.0003313145658681016, 0.0, 'opening forearm', 0.3940000534057617, 0.006005231932846078, 0.0, 'forearm stopped', 1.1069998741149902, -0.007678845242986121, 0.0, 'opening forearm', -1.7949998378753662, -0.007678845242986121, 0.0, 'forearm stopped', -1.19700026512146, -0.0033521025244653835, 0.0
1.3829343149120539, 0.0, 'waving', 1447946000.338, 0.0004067217057093231, 0.0, 'forearm stopped', 0.20399999618530273, -0.0003313145658681016, 0.0, 'opening forearm', 0.19000005722045898, 0.006005231932846078, 0.0, 'forearm stopped', 0.9029998779296875, -0.007678845242986121, 0.0, 'opening forearm', -1.998999834060669, -0.007678845242986121, 0.0
1.3829343149120539, 0.0, 'closing forearm', 1447946000.338, 0.0004067217057093231, 0.0, 'waving', 0.0, 0.0004067217057093231, 0.0, 'forearm stopped', 0.20399999618530273, -0.0003313145658681016, 0.0, 'opening forearm', 0.19000005722045898, 0.006005231932846078, 0.0, 'forearm stopped', 0.9029998779296875, -0.007678845242986121, 0.0
1.3827972008277085, 0.0, 'forearm stopped', 1447946000.54, -0.00013711408434535777, 0.0, 'closing forearm', 0.20199990272521973, 0.0004067217057093231, 0.0, 'waving', -0.20199990272521973, 0.0004067217057093231, 0.0, 'forearm stopped', 0.002000093460083008, -0.0003313145658681016, 0.0, 'opening forearm', -0.011999845504760742, 0.006005231932846078, 0.0
1.3822352719279407, 0.0, 'opening forearm', 1447946000.838, -0.0005619288997678051, 0.0, 'forearm stopped', 0.2980000972747803, -0.00013711408434535777, 0.0, 'closing forearm', -0.09600019454956055, 0.0004067217057093231, 0.0, 'waving', -0.5, 0.0004067217057093231, 0.0, 'forearm stopped', -0.29600000381469727, -0.0003313145658681016, 0.0
1.3830838095552136, 0.0, 'forearm stopped', 1447946001.037, 0.0008485376272728828, 0.0, 'opening forearm', 0.19899988174438477, -0.0005619288997678051, 0.0, 'forearm stopped', 0.09900021553039551, -0.00013711408434535777, 0.0, 'closing forearm', -0.2950000762939453, 0.0004067217057093231, 0.0, 'waving', -0.6989998817443848, 0.0004067217057093231, 0.0
1.386650194663882, 0.0, 'closing forearm', 1447946001.34, 0.0035663851086684684, 0.0, 'forearm stopped', 0.30299997329711914, 0.0008485376272728828, 0.0, 'opening forearm', -0.10400009155273438, -0.0005619288997678051, 0.0, 'forearm stopped', -0.20399975776672363, -0.00013711408434535777, 0.0, 'closing forearm', -0.5980000495910645, 0.0004067217057093231, 0.0
1.3855042676363527, 0.0, 'forearm stopped', 1447946001.539, -0.0011459270275293587, 0.0, 'closing forearm', 0.19900012016296387, 0.0035663851086684684, 0.0, 'forearm stopped', 0.10399985313415527, 0.0008485376272728828, 0.0, 'opening forearm', -0.30300021171569824, -0.0005619288997678051, 0.0, 'forearm stopped', -0.4029998779296875, -0.00013711408434535777, 0.0
1.3857018569981954, 0.0, 'opening forearm', 1447946001.842, 0.00019758936184266496, 0.0, 'forearm stopped', 0.30299997329711914, -0.0011459270275293587, 0.0, 'closing forearm', -0.10399985313415527, 0.0035663851086684684, 0.0, 'forearm stopped', -0.19900012016296387, 0.0008485376272728828, 0.0, 'opening forearm', -0.6060001850128174, -0.0005619288997678051, 0.0
1.3871389893335255, 0.0, 'forearm stopped', 1447946002.144, 0.0014371323353301602, 0.0, 'opening forearm', 0.3020000457763672, 0.00019758936184266496, 0.0, 'forearm stopped', 0.0009999275207519531, -0.0011459270275293587, 0.0, 'closing forearm', -0.40599989891052246, 0.0035663851086684684, 0.0, 'forearm stopped', -0.501000165939331, 0.0008485376272728828, 0.0
1.3901186941170316, 0.0, 'closing forearm', 1447946002.442, 0.0029797047835060653, 0.0, 'forearm stopped', 0.29799985885620117, 0.0014371323353301602, 0.0, 'opening forearm', 0.004000186920166016, 0.00019758936184266496, 0.0, 'forearm stopped', -0.2969999313354492, -0.0011459270275293587, 0.0, 'closing forearm', -0.7039997577667236, 0.0035663851086684684, 0.0
1.390042225617108, 0.0, 'forearm stopped', 1447946002.639, -7.64684999234877e-05, 0.0, 'closing forearm', 0.19700002670288086, 0.0029797047835060653, 0.0, 'forearm stopped', 0.10099983215332031, 0.0014371323353301602, 0.0, 'opening forearm', -0.19299983978271484, 0.00019758936184266496, 0.0, 'forearm stopped', -0.4939999580383301, -0.0011459270275293587, 0.0
1.3907638815425014, 0.0, 'opening forearm', 1447946002.938, 0.0007216559253933053, 0.0, 'forearm stopped', 0.2990000247955322, -7.64684999234877e-05, 0.0, 'closing forearm', -0.10199999809265137, 0.0029797047835060653, 0.0, 'forearm stopped', -0.19800019264221191, 0.0014371323353301602, 0.0, 'opening forearm', -0.49199986457824707, 0.00019758936184266496, 0.0
1.3910116651937146, 0.0, 'forearm stopped', 1447946003.138, 0.0002477836512131404, 0.0, 'opening forearm', 0.20000004768371582, 0.0007216559253933053, 0.0, 'forearm stopped', 0.0989999771118164, -7.64684999234877e-05, 0.0, 'closing forearm', -0.3020000457763672, 0.0029797047835060653, 0.0, 'forearm stopped', -0.39800024032592773, 0.0014371323353301602, 0.0
1.3904746762377336, 0.0, 'closing forearm', 1447946003.442, -0.0005369889559809771, 0.0, 'forearm stopped', 0.3039999008178711, 0.0002477836512131404, 0.0, 'opening forearm', -0.10399985313415527, 0.0007216559253933053, 0.0, 'forearm stopped', -0.2049999237060547, -7.64684999234877e-05, 0.0, 'closing forearm', -0.6059999465942383, 0.0029797047835060653, 0.0
1.3893845214201774, 0.0, 'forearm stopped', 1447946003.636, -0.0010901548175561437, 0.0, 'closing forearm', 0.1940000057220459, -0.0005369889559809771, 0.0, 'forearm stopped', 0.1099998950958252, 0.0002477836512131404, 0.0, 'opening forearm', -0.29799985885620117, 0.0007216559253933053, 0.0, 'forearm stopped', -0.3989999294281006, -7.64684999234877e-05, 0.0
